pass,    time (ms),    total time (ms),    time,     total_time
1,    1779,    1779,    000h 00m 01.779s,    000h 00m 01.779s
2,    1747,    3526,    000h 00m 01.747s,    000h 00m 03.526s
3,    1711,    5237,    000h 00m 01.711s,    000h 00m 05.237s
4,    1757,    6994,    000h 00m 01.757s,    000h 00m 06.994s
5,    1791,    8785,    000h 00m 01.791s,    000h 00m 08.785s
6,    1827,    10612,    000h 00m 01.827s,    000h 00m 10.612s
7,    1688,    12300,    000h 00m 01.688s,    000h 00m 12.300s
8,    1696,    13996,    000h 00m 01.696s,    000h 00m 13.996s
9,    1756,    15752,    000h 00m 01.756s,    000h 00m 15.752s
10,    1701,    17453,    000h 00m 01.701s,    000h 00m 17.453s
11,    1772,    19225,    000h 00m 01.772s,    000h 00m 19.225s
12,    1750,    20975,    000h 00m 01.750s,    000h 00m 20.975s
13,    1760,    22735,    000h 00m 01.760s,    000h 00m 22.735s
14,    1781,    24516,    000h 00m 01.781s,    000h 00m 24.516s
15,    1724,    26240,    000h 00m 01.724s,    000h 00m 26.240s
16,    1781,    28021,    000h 00m 01.781s,    000h 00m 28.021s
17,    1766,    29787,    000h 00m 01.766s,    000h 00m 29.787s
18,    1708,    31495,    000h 00m 01.708s,    000h 00m 31.495s
19,    1704,    33199,    000h 00m 01.704s,    000h 00m 33.199s
20,    1794,    34993,    000h 00m 01.794s,    000h 00m 34.993s
21,    1789,    36782,    000h 00m 01.789s,    000h 00m 36.782s
22,    1732,    38514,    000h 00m 01.732s,    000h 00m 38.514s
23,    1778,    40292,    000h 00m 01.778s,    000h 00m 40.292s
24,    1733,    42025,    000h 00m 01.733s,    000h 00m 42.025s
25,    1735,    43760,    000h 00m 01.735s,    000h 00m 43.760s
26,    1772,    45532,    000h 00m 01.772s,    000h 00m 45.532s
27,    1751,    47283,    000h 00m 01.751s,    000h 00m 47.283s
28,    1747,    49030,    000h 00m 01.747s,    000h 00m 49.030s
29,    1682,    50712,    000h 00m 01.682s,    000h 00m 50.712s
30,    1754,    52466,    000h 00m 01.754s,    000h 00m 52.466s
31,    1718,    54184,    000h 00m 01.718s,    000h 00m 54.184s
32,    1706,    55890,    000h 00m 01.706s,    000h 00m 55.890s
33,    1722,    57612,    000h 00m 01.722s,    000h 00m 57.612s
34,    1753,    59365,    000h 00m 01.753s,    000h 00m 59.365s
35,    1752,    61117,    000h 00m 01.752s,    000h 01m 01.117s
36,    1748,    62865,    000h 00m 01.748s,    000h 01m 02.865s
37,    1667,    64532,    000h 00m 01.667s,    000h 01m 04.532s
38,    1716,    66248,    000h 00m 01.716s,    000h 01m 06.248s
39,    1705,    67953,    000h 00m 01.705s,    000h 01m 07.953s
40,    1714,    69667,    000h 00m 01.714s,    000h 01m 09.667s
41,    1762,    71429,    000h 00m 01.762s,    000h 01m 11.429s
42,    1747,    73176,    000h 00m 01.747s,    000h 01m 13.176s
43,    1747,    74923,    000h 00m 01.747s,    000h 01m 14.923s
44,    1741,    76664,    000h 00m 01.741s,    000h 01m 16.664s
45,    1768,    78432,    000h 00m 01.768s,    000h 01m 18.432s
46,    1728,    80160,    000h 00m 01.728s,    000h 01m 20.160s
47,    1691,    81851,    000h 00m 01.691s,    000h 01m 21.851s
48,    1707,    83558,    000h 00m 01.707s,    000h 01m 23.558s
49,    1751,    85309,    000h 00m 01.751s,    000h 01m 25.309s
50,    1722,    87031,    000h 00m 01.722s,    000h 01m 27.031s
51,    1650,    88681,    000h 00m 01.650s,    000h 01m 28.681s
52,    1732,    90413,    000h 00m 01.732s,    000h 01m 30.413s
53,    1678,    92091,    000h 00m 01.678s,    000h 01m 32.091s
54,    1743,    93834,    000h 00m 01.743s,    000h 01m 33.834s
55,    1741,    95575,    000h 00m 01.741s,    000h 01m 35.575s
56,    1651,    97226,    000h 00m 01.651s,    000h 01m 37.226s
57,    1729,    98955,    000h 00m 01.729s,    000h 01m 38.955s
58,    1730,    100685,    000h 00m 01.730s,    000h 01m 40.685s
59,    1729,    102414,    000h 00m 01.729s,    000h 01m 42.414s
60,    1685,    104099,    000h 00m 01.685s,    000h 01m 44.099s
61,    1672,    105771,    000h 00m 01.672s,    000h 01m 45.771s
62,    1728,    107499,    000h 00m 01.728s,    000h 01m 47.499s
63,    1755,    109254,    000h 00m 01.755s,    000h 01m 49.254s
64,    1739,    110993,    000h 00m 01.739s,    000h 01m 50.993s
65,    1780,    112773,    000h 00m 01.780s,    000h 01m 52.773s
66,    1738,    114511,    000h 00m 01.738s,    000h 01m 54.511s
67,    1679,    116190,    000h 00m 01.679s,    000h 01m 56.190s
68,    1724,    117914,    000h 00m 01.724s,    000h 01m 57.914s
69,    1688,    119602,    000h 00m 01.688s,    000h 01m 59.602s
70,    1841,    121443,    000h 00m 01.841s,    000h 02m 01.443s
71,    1691,    123134,    000h 00m 01.691s,    000h 02m 03.134s
72,    1729,    124863,    000h 00m 01.729s,    000h 02m 04.863s
73,    1668,    126531,    000h 00m 01.668s,    000h 02m 06.531s
74,    1746,    128277,    000h 00m 01.746s,    000h 02m 08.277s
75,    1745,    130022,    000h 00m 01.745s,    000h 02m 10.022s
76,    1750,    131772,    000h 00m 01.750s,    000h 02m 11.772s
77,    1720,    133492,    000h 00m 01.720s,    000h 02m 13.492s
78,    1719,    135211,    000h 00m 01.719s,    000h 02m 15.211s
79,    1758,    136969,    000h 00m 01.758s,    000h 02m 16.969s
80,    1665,    138634,    000h 00m 01.665s,    000h 02m 18.634s
81,    1750,    140384,    000h 00m 01.750s,    000h 02m 20.384s
82,    1728,    142112,    000h 00m 01.728s,    000h 02m 22.112s
83,    1731,    143843,    000h 00m 01.731s,    000h 02m 23.843s
84,    1690,    145533,    000h 00m 01.690s,    000h 02m 25.533s
85,    1656,    147189,    000h 00m 01.656s,    000h 02m 27.189s
86,    1699,    148888,    000h 00m 01.699s,    000h 02m 28.888s
87,    1751,    150639,    000h 00m 01.751s,    000h 02m 30.639s
88,    1698,    152337,    000h 00m 01.698s,    000h 02m 32.337s
89,    1632,    153969,    000h 00m 01.632s,    000h 02m 33.969s
90,    1745,    155714,    000h 00m 01.745s,    000h 02m 35.714s
91,    1753,    157467,    000h 00m 01.753s,    000h 02m 37.467s
92,    1699,    159166,    000h 00m 01.699s,    000h 02m 39.166s
93,    1779,    160945,    000h 00m 01.779s,    000h 02m 40.945s
94,    1748,    162693,    000h 00m 01.748s,    000h 02m 42.693s
95,    1747,    164440,    000h 00m 01.747s,    000h 02m 44.440s
96,    1739,    166179,    000h 00m 01.739s,    000h 02m 46.179s
97,    1717,    167896,    000h 00m 01.717s,    000h 02m 47.896s
98,    1740,    169636,    000h 00m 01.740s,    000h 02m 49.636s
99,    1656,    171292,    000h 00m 01.656s,    000h 02m 51.292s
100,    1675,    172967,    000h 00m 01.675s,    000h 02m 52.967s
101,    1621,    174588,    000h 00m 01.621s,    000h 02m 54.588s
102,    1786,    176374,    000h 00m 01.786s,    000h 02m 56.374s
103,    1651,    178025,    000h 00m 01.651s,    000h 02m 58.025s
104,    1741,    179766,    000h 00m 01.741s,    000h 02m 59.766s
105,    1626,    181392,    000h 00m 01.626s,    000h 03m 01.392s
106,    1712,    183104,    000h 00m 01.712s,    000h 03m 03.104s
107,    1766,    184870,    000h 00m 01.766s,    000h 03m 04.870s
108,    1728,    186598,    000h 00m 01.728s,    000h 03m 06.598s
109,    1694,    188292,    000h 00m 01.694s,    000h 03m 08.292s
110,    1759,    190051,    000h 00m 01.759s,    000h 03m 10.051s
111,    1696,    191747,    000h 00m 01.696s,    000h 03m 11.747s
112,    1738,    193485,    000h 00m 01.738s,    000h 03m 13.485s
113,    1750,    195235,    000h 00m 01.750s,    000h 03m 15.235s
114,    1709,    196944,    000h 00m 01.709s,    000h 03m 16.944s
115,    1684,    198628,    000h 00m 01.684s,    000h 03m 18.628s
116,    1639,    200267,    000h 00m 01.639s,    000h 03m 20.267s
117,    1719,    201986,    000h 00m 01.719s,    000h 03m 21.986s
118,    1763,    203749,    000h 00m 01.763s,    000h 03m 23.749s
119,    1600,    205349,    000h 00m 01.600s,    000h 03m 25.349s
120,    1614,    206963,    000h 00m 01.614s,    000h 03m 26.963s
121,    1769,    208732,    000h 00m 01.769s,    000h 03m 28.732s
122,    1620,    210352,    000h 00m 01.620s,    000h 03m 30.352s
123,    1773,    212125,    000h 00m 01.773s,    000h 03m 32.125s
124,    1741,    213866,    000h 00m 01.741s,    000h 03m 33.866s
125,    1731,    215597,    000h 00m 01.731s,    000h 03m 35.597s
126,    1692,    217289,    000h 00m 01.692s,    000h 03m 37.289s
127,    1727,    219016,    000h 00m 01.727s,    000h 03m 39.016s
128,    1705,    220721,    000h 00m 01.705s,    000h 03m 40.721s
129,    1734,    222455,    000h 00m 01.734s,    000h 03m 42.455s
130,    1658,    224113,    000h 00m 01.658s,    000h 03m 44.113s
131,    1760,    225873,    000h 00m 01.760s,    000h 03m 45.873s
132,    1748,    227621,    000h 00m 01.748s,    000h 03m 47.621s
133,    1697,    229318,    000h 00m 01.697s,    000h 03m 49.318s
134,    1726,    231044,    000h 00m 01.726s,    000h 03m 51.044s
135,    1615,    232659,    000h 00m 01.615s,    000h 03m 52.659s
136,    1748,    234407,    000h 00m 01.748s,    000h 03m 54.407s
137,    1747,    236154,    000h 00m 01.747s,    000h 03m 56.154s
138,    1713,    237867,    000h 00m 01.713s,    000h 03m 57.867s
139,    1727,    239594,    000h 00m 01.727s,    000h 03m 59.594s
140,    1693,    241287,    000h 00m 01.693s,    000h 04m 01.287s
141,    1714,    243001,    000h 00m 01.714s,    000h 04m 03.001s
142,    1663,    244664,    000h 00m 01.663s,    000h 04m 04.664s
143,    1782,    246446,    000h 00m 01.782s,    000h 04m 06.446s
144,    1747,    248193,    000h 00m 01.747s,    000h 04m 08.193s
145,    1721,    249914,    000h 00m 01.721s,    000h 04m 09.914s
146,    1675,    251589,    000h 00m 01.675s,    000h 04m 11.589s
147,    1637,    253226,    000h 00m 01.637s,    000h 04m 13.226s
148,    1715,    254941,    000h 00m 01.715s,    000h 04m 14.941s
149,    1737,    256678,    000h 00m 01.737s,    000h 04m 16.678s
150,    1692,    258370,    000h 00m 01.692s,    000h 04m 18.370s
151,    1750,    260120,    000h 00m 01.750s,    000h 04m 20.120s
152,    1648,    261768,    000h 00m 01.648s,    000h 04m 21.768s
153,    1762,    263530,    000h 00m 01.762s,    000h 04m 23.530s
154,    1758,    265288,    000h 00m 01.758s,    000h 04m 25.288s
155,    1733,    267021,    000h 00m 01.733s,    000h 04m 27.021s
156,    1749,    268770,    000h 00m 01.749s,    000h 04m 28.770s
157,    1776,    270546,    000h 00m 01.776s,    000h 04m 30.546s
158,    1787,    272333,    000h 00m 01.787s,    000h 04m 32.333s
159,    1706,    274039,    000h 00m 01.706s,    000h 04m 34.039s
160,    1730,    275769,    000h 00m 01.730s,    000h 04m 35.769s
161,    1673,    277442,    000h 00m 01.673s,    000h 04m 37.442s
162,    1706,    279148,    000h 00m 01.706s,    000h 04m 39.148s
163,    1673,    280821,    000h 00m 01.673s,    000h 04m 40.821s
164,    1747,    282568,    000h 00m 01.747s,    000h 04m 42.568s
165,    1764,    284332,    000h 00m 01.764s,    000h 04m 44.332s
166,    1721,    286053,    000h 00m 01.721s,    000h 04m 46.053s
167,    1705,    287758,    000h 00m 01.705s,    000h 04m 47.758s
168,    1732,    289490,    000h 00m 01.732s,    000h 04m 49.490s
169,    1745,    291235,    000h 00m 01.745s,    000h 04m 51.235s
170,    1763,    292998,    000h 00m 01.763s,    000h 04m 52.998s
171,    1623,    294621,    000h 00m 01.623s,    000h 04m 54.621s
172,    1699,    296320,    000h 00m 01.699s,    000h 04m 56.320s
173,    1756,    298076,    000h 00m 01.756s,    000h 04m 58.076s
174,    1641,    299717,    000h 00m 01.641s,    000h 04m 59.717s
175,    1734,    301451,    000h 00m 01.734s,    000h 05m 01.451s
176,    1706,    303157,    000h 00m 01.706s,    000h 05m 03.157s
177,    1768,    304925,    000h 00m 01.768s,    000h 05m 04.925s
178,    1630,    306555,    000h 00m 01.630s,    000h 05m 06.555s
179,    1735,    308290,    000h 00m 01.735s,    000h 05m 08.290s
180,    1700,    309990,    000h 00m 01.700s,    000h 05m 09.990s
181,    1743,    311733,    000h 00m 01.743s,    000h 05m 11.733s
182,    1750,    313483,    000h 00m 01.750s,    000h 05m 13.483s
183,    1731,    315214,    000h 00m 01.731s,    000h 05m 15.214s
184,    1731,    316945,    000h 00m 01.731s,    000h 05m 16.945s
185,    1756,    318701,    000h 00m 01.756s,    000h 05m 18.701s
186,    1733,    320434,    000h 00m 01.733s,    000h 05m 20.434s
187,    1728,    322162,    000h 00m 01.728s,    000h 05m 22.162s
188,    1707,    323869,    000h 00m 01.707s,    000h 05m 23.869s
189,    1713,    325582,    000h 00m 01.713s,    000h 05m 25.582s
190,    1721,    327303,    000h 00m 01.721s,    000h 05m 27.303s
191,    1745,    329048,    000h 00m 01.745s,    000h 05m 29.048s
192,    1706,    330754,    000h 00m 01.706s,    000h 05m 30.754s
193,    1620,    332374,    000h 00m 01.620s,    000h 05m 32.374s
194,    1690,    334064,    000h 00m 01.690s,    000h 05m 34.064s
195,    1651,    335715,    000h 00m 01.651s,    000h 05m 35.715s
196,    1625,    337340,    000h 00m 01.625s,    000h 05m 37.340s
197,    1720,    339060,    000h 00m 01.720s,    000h 05m 39.060s
198,    1752,    340812,    000h 00m 01.752s,    000h 05m 40.812s
199,    1688,    342500,    000h 00m 01.688s,    000h 05m 42.500s
200,    1780,    344280,    000h 00m 01.780s,    000h 05m 44.280s
201,    1702,    345982,    000h 00m 01.702s,    000h 05m 45.982s
202,    1730,    347712,    000h 00m 01.730s,    000h 05m 47.712s
203,    1753,    349465,    000h 00m 01.753s,    000h 05m 49.465s
204,    1692,    351157,    000h 00m 01.692s,    000h 05m 51.157s
205,    1754,    352911,    000h 00m 01.754s,    000h 05m 52.911s
206,    1675,    354586,    000h 00m 01.675s,    000h 05m 54.586s
207,    1709,    356295,    000h 00m 01.709s,    000h 05m 56.295s
208,    1694,    357989,    000h 00m 01.694s,    000h 05m 57.989s
209,    1740,    359729,    000h 00m 01.740s,    000h 05m 59.729s
210,    1658,    361387,    000h 00m 01.658s,    000h 06m 01.387s
211,    1619,    363006,    000h 00m 01.619s,    000h 06m 03.006s
212,    1708,    364714,    000h 00m 01.708s,    000h 06m 04.714s
213,    1699,    366413,    000h 00m 01.699s,    000h 06m 06.413s
214,    1648,    368061,    000h 00m 01.648s,    000h 06m 08.061s
215,    1736,    369797,    000h 00m 01.736s,    000h 06m 09.797s
216,    1735,    371532,    000h 00m 01.735s,    000h 06m 11.532s
217,    1759,    373291,    000h 00m 01.759s,    000h 06m 13.291s
218,    1668,    374959,    000h 00m 01.668s,    000h 06m 14.959s
219,    1766,    376725,    000h 00m 01.766s,    000h 06m 16.725s
220,    1677,    378402,    000h 00m 01.677s,    000h 06m 18.402s
221,    1731,    380133,    000h 00m 01.731s,    000h 06m 20.133s
222,    1752,    381885,    000h 00m 01.752s,    000h 06m 21.885s
223,    1732,    383617,    000h 00m 01.732s,    000h 06m 23.617s
224,    1751,    385368,    000h 00m 01.751s,    000h 06m 25.368s
225,    1715,    387083,    000h 00m 01.715s,    000h 06m 27.083s
226,    1663,    388746,    000h 00m 01.663s,    000h 06m 28.746s
227,    1732,    390478,    000h 00m 01.732s,    000h 06m 30.478s
228,    1723,    392201,    000h 00m 01.723s,    000h 06m 32.201s
229,    1746,    393947,    000h 00m 01.746s,    000h 06m 33.947s
230,    1647,    395594,    000h 00m 01.647s,    000h 06m 35.594s
231,    1622,    397216,    000h 00m 01.622s,    000h 06m 37.216s
232,    1639,    398855,    000h 00m 01.639s,    000h 06m 38.855s
233,    1752,    400607,    000h 00m 01.752s,    000h 06m 40.607s
234,    1647,    402254,    000h 00m 01.647s,    000h 06m 42.254s
235,    1771,    404025,    000h 00m 01.771s,    000h 06m 44.025s
236,    1755,    405780,    000h 00m 01.755s,    000h 06m 45.780s
237,    1730,    407510,    000h 00m 01.730s,    000h 06m 47.510s
238,    1753,    409263,    000h 00m 01.753s,    000h 06m 49.263s
239,    1748,    411011,    000h 00m 01.748s,    000h 06m 51.011s
240,    1705,    412716,    000h 00m 01.705s,    000h 06m 52.716s
241,    1759,    414475,    000h 00m 01.759s,    000h 06m 54.475s
242,    1733,    416208,    000h 00m 01.733s,    000h 06m 56.208s
243,    1648,    417856,    000h 00m 01.648s,    000h 06m 57.856s
244,    1673,    419529,    000h 00m 01.673s,    000h 06m 59.529s
245,    1743,    421272,    000h 00m 01.743s,    000h 07m 01.272s
246,    1757,    423029,    000h 00m 01.757s,    000h 07m 03.029s
247,    1682,    424711,    000h 00m 01.682s,    000h 07m 04.711s
248,    1723,    426434,    000h 00m 01.723s,    000h 07m 06.434s
249,    1693,    428127,    000h 00m 01.693s,    000h 07m 08.127s
250,    1692,    429819,    000h 00m 01.692s,    000h 07m 09.819s
251,    1708,    431527,    000h 00m 01.708s,    000h 07m 11.527s
252,    1744,    433271,    000h 00m 01.744s,    000h 07m 13.271s
253,    1729,    435000,    000h 00m 01.729s,    000h 07m 15.000s
254,    1742,    436742,    000h 00m 01.742s,    000h 07m 16.742s
255,    1756,    438498,    000h 00m 01.756s,    000h 07m 18.498s
256,    1716,    440214,    000h 00m 01.716s,    000h 07m 20.214s
257,    1753,    441967,    000h 00m 01.753s,    000h 07m 21.967s
258,    1738,    443705,    000h 00m 01.738s,    000h 07m 23.705s
259,    1704,    445409,    000h 00m 01.704s,    000h 07m 25.409s
260,    1750,    447159,    000h 00m 01.750s,    000h 07m 27.159s
261,    1764,    448923,    000h 00m 01.764s,    000h 07m 28.923s
262,    1732,    450655,    000h 00m 01.732s,    000h 07m 30.655s
263,    1725,    452380,    000h 00m 01.725s,    000h 07m 32.380s
264,    1741,    454121,    000h 00m 01.741s,    000h 07m 34.121s
265,    1766,    455887,    000h 00m 01.766s,    000h 07m 35.887s
266,    1629,    457516,    000h 00m 01.629s,    000h 07m 37.516s
