pass,    time (ms),    total time (ms),    time,     total_time
1,    1623,    1623,    000h 00m 01.623s,    000h 00m 01.623s
2,    1600,    3223,    000h 00m 01.600s,    000h 00m 03.223s
3,    1633,    4856,    000h 00m 01.633s,    000h 00m 04.856s
4,    1643,    6499,    000h 00m 01.643s,    000h 00m 06.499s
5,    1618,    8117,    000h 00m 01.618s,    000h 00m 08.117s
6,    1598,    9715,    000h 00m 01.598s,    000h 00m 09.715s
7,    1631,    11346,    000h 00m 01.631s,    000h 00m 11.346s
8,    1656,    13002,    000h 00m 01.656s,    000h 00m 13.002s
9,    1643,    14645,    000h 00m 01.643s,    000h 00m 14.645s
10,    1625,    16270,    000h 00m 01.625s,    000h 00m 16.270s
11,    1593,    17863,    000h 00m 01.593s,    000h 00m 17.863s
12,    1602,    19465,    000h 00m 01.602s,    000h 00m 19.465s
13,    1635,    21100,    000h 00m 01.635s,    000h 00m 21.100s
14,    1652,    22752,    000h 00m 01.652s,    000h 00m 22.752s
15,    1614,    24366,    000h 00m 01.614s,    000h 00m 24.366s
16,    1500,    25866,    000h 00m 01.500s,    000h 00m 25.866s
17,    1598,    27464,    000h 00m 01.598s,    000h 00m 27.464s
18,    1510,    28974,    000h 00m 01.510s,    000h 00m 28.974s
19,    1628,    30602,    000h 00m 01.628s,    000h 00m 30.602s
20,    1619,    32221,    000h 00m 01.619s,    000h 00m 32.221s
21,    1643,    33864,    000h 00m 01.643s,    000h 00m 33.864s
22,    1587,    35451,    000h 00m 01.587s,    000h 00m 35.451s
23,    1612,    37063,    000h 00m 01.612s,    000h 00m 37.063s
24,    1523,    38586,    000h 00m 01.523s,    000h 00m 38.586s
25,    1604,    40190,    000h 00m 01.604s,    000h 00m 40.190s
26,    1622,    41812,    000h 00m 01.622s,    000h 00m 41.812s
27,    1654,    43466,    000h 00m 01.654s,    000h 00m 43.466s
28,    1512,    44978,    000h 00m 01.512s,    000h 00m 44.978s
29,    1637,    46615,    000h 00m 01.637s,    000h 00m 46.615s
30,    1652,    48267,    000h 00m 01.652s,    000h 00m 48.267s
31,    1611,    49878,    000h 00m 01.611s,    000h 00m 49.878s
32,    1578,    51456,    000h 00m 01.578s,    000h 00m 51.456s
33,    1560,    53016,    000h 00m 01.560s,    000h 00m 53.016s
34,    1641,    54657,    000h 00m 01.641s,    000h 00m 54.657s
35,    1626,    56283,    000h 00m 01.626s,    000h 00m 56.283s
36,    1625,    57908,    000h 00m 01.625s,    000h 00m 57.908s
37,    1638,    59546,    000h 00m 01.638s,    000h 00m 59.546s
38,    1621,    61167,    000h 00m 01.621s,    000h 01m 01.167s
39,    1638,    62805,    000h 00m 01.638s,    000h 01m 02.805s
40,    1589,    64394,    000h 00m 01.589s,    000h 01m 04.394s
41,    1630,    66024,    000h 00m 01.630s,    000h 01m 06.024s
42,    1548,    67572,    000h 00m 01.548s,    000h 01m 07.572s
43,    1531,    69103,    000h 00m 01.531s,    000h 01m 09.103s
44,    1633,    70736,    000h 00m 01.633s,    000h 01m 10.736s
45,    1558,    72294,    000h 00m 01.558s,    000h 01m 12.294s
46,    1636,    73930,    000h 00m 01.636s,    000h 01m 13.930s
47,    1548,    75478,    000h 00m 01.548s,    000h 01m 15.478s
48,    1504,    76982,    000h 00m 01.504s,    000h 01m 16.982s
49,    1609,    78591,    000h 00m 01.609s,    000h 01m 18.591s
50,    1529,    80120,    000h 00m 01.529s,    000h 01m 20.120s
51,    1609,    81729,    000h 00m 01.609s,    000h 01m 21.729s
52,    1621,    83350,    000h 00m 01.621s,    000h 01m 23.350s
53,    1631,    84981,    000h 00m 01.631s,    000h 01m 24.981s
54,    1506,    86487,    000h 00m 01.506s,    000h 01m 26.487s
55,    1588,    88075,    000h 00m 01.588s,    000h 01m 28.075s
56,    1583,    89658,    000h 00m 01.583s,    000h 01m 29.658s
57,    1641,    91299,    000h 00m 01.641s,    000h 01m 31.299s
58,    1617,    92916,    000h 00m 01.617s,    000h 01m 32.916s
59,    1588,    94504,    000h 00m 01.588s,    000h 01m 34.504s
60,    1623,    96127,    000h 00m 01.623s,    000h 01m 36.127s
61,    1685,    97812,    000h 00m 01.685s,    000h 01m 37.812s
62,    1887,    99699,    000h 00m 01.887s,    000h 01m 39.699s
63,    1872,    101571,    000h 00m 01.872s,    000h 01m 41.571s
64,    1633,    103204,    000h 00m 01.633s,    000h 01m 43.204s
65,    1544,    104748,    000h 00m 01.544s,    000h 01m 44.748s
66,    1586,    106334,    000h 00m 01.586s,    000h 01m 46.334s
67,    1553,    107887,    000h 00m 01.553s,    000h 01m 47.887s
68,    1620,    109507,    000h 00m 01.620s,    000h 01m 49.507s
69,    1624,    111131,    000h 00m 01.624s,    000h 01m 51.131s
70,    1618,    112749,    000h 00m 01.618s,    000h 01m 52.749s
71,    1561,    114310,    000h 00m 01.561s,    000h 01m 54.310s
