380, 0.382145
381, 0.37748
382, 0.372328
383, 0.366616
384, 0.360889
385, 0.355111
386, 0.349406
387, 0.343725
388, 0.33601
389, 0.32629
390, 0.316709
391, 0.307343
392, 0.298197
393, 0.289327
394, 0.280554
395, 0.271732
396, 0.26333
397, 0.255378
398, 0.247926
399, 0.241008
400, 0.234651
401, 0.23115
402, 0.228316
403, 0.226173
404, 0.224739
405, 0.224023
406, 0.22403
407, 0.225013
408, 0.227046
409, 0.229792
410, 0.23323
411, 0.237334
412, 0.24207
413, 0.247402
414, 0.253081
415, 0.259159
416, 0.265691
417, 0.272631
418, 0.279936
419, 0.287561
420, 0.295464
421, 0.303562
422, 0.311829
423, 0.320245
424, 0.328772
425, 0.33737
426, 0.345954
427, 0.354549
428, 0.363076
429, 0.371486
430, 0.379831
431, 0.38809
432, 0.396246
433, 0.404281
434, 0.41218
435, 0.419931
436, 0.42751
437, 0.434916
438, 0.442148
439, 0.449196
440, 0.456055
441, 0.462641
442, 0.469038
443, 0.475238
444, 0.481227
445, 0.487022
446, 0.492656
447, 0.498092
448, 0.503334
449, 0.508381
450, 0.513236
451, 0.517898
452, 0.522341
453, 0.526599
454, 0.530673
455, 0.534568
456, 0.538285
457, 0.541827
458, 0.545196
459, 0.548397
460, 0.551413
461, 0.554246
462, 0.556921
463, 0.559441
464, 0.561807
465, 0.564023
466, 0.566099
467, 0.568025
468, 0.569802
469, 0.57139
470, 0.572839
471, 0.574153
472, 0.575334
473, 0.576385
474, 0.577305
475, 0.578099
476, 0.57877
477, 0.579315
478, 0.579698
479, 0.579965
480, 0.580117
481, 0.580155
482, 0.580081
483, 0.579896
484, 0.579604
485, 0.579206
486, 0.578703
487, 0.578035
488, 0.577243
489, 0.576352
490, 0.575361
491, 0.574274
492, 0.57309
493, 0.571811
494, 0.570438
495, 0.568973
496, 0.567418
497, 0.565622
498, 0.563736
499, 0.561762
500, 0.5597
501, 0.557575
502, 0.555367
503, 0.553077
504, 0.550707
505, 0.54826
506, 0.54571
507, 0.543074
508, 0.540365
509, 0.537583
510, 0.534733
511, 0.531816
512, 0.528835
513, 0.525793
514, 0.522691
515, 0.519531
516, 0.516347
517, 0.513096
518, 0.509769
519, 0.5064
520, 0.502991
521, 0.499512
522, 0.495999
523, 0.492454
524, 0.488879
525, 0.485279
526, 0.48169
527, 0.478082
528, 0.474631
529, 0.47151
530, 0.468391
531, 0.465279
532, 0.462175
533, 0.459083
534, 0.456007
535, 0.452949
536, 0.44988
537, 0.446838
538, 0.443826
539, 0.440848
540, 0.438759
541, 0.436892
542, 0.435091
543, 0.433359
544, 0.4317
545, 0.430119
546, 0.428619
547, 0.427202
548, 0.425874
549, 0.424636
550, 0.423492
551, 0.422446
552, 0.422664
553, 0.423164
554, 0.42381
555, 0.42461
556, 0.425568
557, 0.426693
558, 0.427992
559, 0.429473
560, 0.431147
561, 0.433025
562, 0.435122
563, 0.437453
564, 0.441017
565, 0.446738
566, 0.452998
567, 0.459885
568, 0.467507
569, 0.475999
570, 0.485527
571, 0.4963
572, 0.50857
573, 0.522642
574, 0.538873
575, 0.557664
576, 0.579435
577, 0.604285
578, 0.631664
579, 0.661993
580, 0.694248
581, 0.725061
582, 0.73685
583, 0.366938
584, 0.372722
585, 0.378562
586, 0.384451
587, 0.390392
588, 0.396386
589, 0.40243
590, 0.408524
591, 0.414406
592, 0.420052
593, 0.425686
594, 0.431307
595, 0.436914
596, 0.442504
597, 0.448076
598, 0.453631
599, 0.459166
600, 0.46468
601, 0.470184
602, 0.475666
603, 0.481127
604, 0.486565
605, 0.491879
606, 0.496409
607, 0.500898
608, 0.505344
609, 0.50975
610, 0.514116
611, 0.518454
612, 0.522753
613, 0.527014
614, 0.531239
615, 0.535427
616, 0.539567
617, 0.543673
618, 0.547746
619, 0.551787
620, 0.555798
621, 0.558402
622, 0.560979
623, 0.563531
624, 0.566059
625, 0.568564
626, 0.571062
627, 0.573541
628, 0.576003
629, 0.578449
630, 0.580881
631, 0.583302
632, 0.585712
633, 0.588113
634, 0.590507
635, 0.592897
636, 0.595186
637, 0.596712
638, 0.598242
639, 0.599777
640, 0.601318
641, 0.602878
642, 0.604448
643, 0.606029
644, 0.607622
645, 0.609229
646, 0.610842
647, 0.612473
648, 0.614123
649, 0.615793
650, 0.617483
651, 0.619203
652, 0.620944
653, 0.622497
654, 0.623714
655, 0.624961
656, 0.626237
657, 0.627544
658, 0.628881
659, 0.630249
660, 0.631649
661, 0.633079
662, 0.634541
663, 0.636036
