pass,    time (ms),    total time (ms),    time,     total_time
1,    1549,    1549,    000h 00m 01.549s,    000h 00m 01.549s
2,    1749,    3298,    000h 00m 01.749s,    000h 00m 03.298s
3,    1710,    5008,    000h 00m 01.710s,    000h 00m 05.008s
4,    1377,    6385,    000h 00m 01.377s,    000h 00m 06.385s
5,    1588,    7973,    000h 00m 01.588s,    000h 00m 07.973s
6,    1721,    9694,    000h 00m 01.721s,    000h 00m 09.694s
7,    1759,    11453,    000h 00m 01.759s,    000h 00m 11.453s
8,    1584,    13037,    000h 00m 01.584s,    000h 00m 13.037s
9,    1619,    14656,    000h 00m 01.619s,    000h 00m 14.656s
10,    1354,    16010,    000h 00m 01.354s,    000h 00m 16.010s
11,    1584,    17594,    000h 00m 01.584s,    000h 00m 17.594s
12,    1732,    19326,    000h 00m 01.732s,    000h 00m 19.326s
13,    1657,    20983,    000h 00m 01.657s,    000h 00m 20.983s
14,    1752,    22735,    000h 00m 01.752s,    000h 00m 22.735s
15,    1516,    24251,    000h 00m 01.516s,    000h 00m 24.251s
16,    1625,    25876,    000h 00m 01.625s,    000h 00m 25.876s
17,    1550,    27426,    000h 00m 01.550s,    000h 00m 27.426s
18,    1534,    28960,    000h 00m 01.534s,    000h 00m 28.960s
19,    1570,    30530,    000h 00m 01.570s,    000h 00m 30.530s
20,    1783,    32313,    000h 00m 01.783s,    000h 00m 32.313s
21,    1579,    33892,    000h 00m 01.579s,    000h 00m 33.892s
22,    1579,    35471,    000h 00m 01.579s,    000h 00m 35.471s
23,    1683,    37154,    000h 00m 01.683s,    000h 00m 37.154s
24,    1763,    38917,    000h 00m 01.763s,    000h 00m 38.917s
25,    1737,    40654,    000h 00m 01.737s,    000h 00m 40.654s
26,    1572,    42226,    000h 00m 01.572s,    000h 00m 42.226s
27,    1671,    43897,    000h 00m 01.671s,    000h 00m 43.897s
28,    1551,    45448,    000h 00m 01.551s,    000h 00m 45.448s
29,    1526,    46974,    000h 00m 01.526s,    000h 00m 46.974s
30,    1755,    48729,    000h 00m 01.755s,    000h 00m 48.729s
31,    1584,    50313,    000h 00m 01.584s,    000h 00m 50.313s
