pass,    time (ms),    total time (ms),    time,     total_time
1,    1700,    1700,    000h 00m 01.700s,    000h 00m 01.700s
2,    1708,    3408,    000h 00m 01.708s,    000h 00m 03.408s
3,    1748,    5156,    000h 00m 01.748s,    000h 00m 05.156s
4,    1695,    6851,    000h 00m 01.695s,    000h 00m 06.851s
5,    1728,    8579,    000h 00m 01.728s,    000h 00m 08.579s
6,    1698,    10277,    000h 00m 01.698s,    000h 00m 10.277s
7,    1738,    12015,    000h 00m 01.738s,    000h 00m 12.015s
8,    1656,    13671,    000h 00m 01.656s,    000h 00m 13.671s
9,    1720,    15391,    000h 00m 01.720s,    000h 00m 15.391s
10,    1740,    17131,    000h 00m 01.740s,    000h 00m 17.131s
11,    1750,    18881,    000h 00m 01.750s,    000h 00m 18.881s
12,    1750,    20631,    000h 00m 01.750s,    000h 00m 20.631s
13,    1566,    22197,    000h 00m 01.566s,    000h 00m 22.197s
14,    1680,    23877,    000h 00m 01.680s,    000h 00m 23.877s
15,    1690,    25567,    000h 00m 01.690s,    000h 00m 25.567s
16,    1641,    27208,    000h 00m 01.641s,    000h 00m 27.208s
17,    1692,    28900,    000h 00m 01.692s,    000h 00m 28.900s
18,    1705,    30605,    000h 00m 01.705s,    000h 00m 30.605s
19,    1743,    32348,    000h 00m 01.743s,    000h 00m 32.348s
20,    1722,    34070,    000h 00m 01.722s,    000h 00m 34.070s
21,    1631,    35701,    000h 00m 01.631s,    000h 00m 35.701s
22,    1614,    37315,    000h 00m 01.614s,    000h 00m 37.315s
23,    1742,    39057,    000h 00m 01.742s,    000h 00m 39.057s
24,    1558,    40615,    000h 00m 01.558s,    000h 00m 40.615s
25,    1729,    42344,    000h 00m 01.729s,    000h 00m 42.344s
26,    1706,    44050,    000h 00m 01.706s,    000h 00m 44.050s
27,    1700,    45750,    000h 00m 01.700s,    000h 00m 45.750s
28,    1747,    47497,    000h 00m 01.747s,    000h 00m 47.497s
29,    1734,    49231,    000h 00m 01.734s,    000h 00m 49.231s
30,    1658,    50889,    000h 00m 01.658s,    000h 00m 50.889s
31,    1727,    52616,    000h 00m 01.727s,    000h 00m 52.616s
32,    1724,    54340,    000h 00m 01.724s,    000h 00m 54.340s
33,    1751,    56091,    000h 00m 01.751s,    000h 00m 56.091s
34,    1644,    57735,    000h 00m 01.644s,    000h 00m 57.735s
35,    1714,    59449,    000h 00m 01.714s,    000h 00m 59.449s
36,    1688,    61137,    000h 00m 01.688s,    000h 01m 01.137s
37,    1746,    62883,    000h 00m 01.746s,    000h 01m 02.883s
38,    1719,    64602,    000h 00m 01.719s,    000h 01m 04.602s
39,    1701,    66303,    000h 00m 01.701s,    000h 01m 06.303s
40,    1725,    68028,    000h 00m 01.725s,    000h 01m 08.028s
41,    1653,    69681,    000h 00m 01.653s,    000h 01m 09.681s
42,    1555,    71236,    000h 00m 01.555s,    000h 01m 11.236s
43,    1742,    72978,    000h 00m 01.742s,    000h 01m 12.978s
44,    1732,    74710,    000h 00m 01.732s,    000h 01m 14.710s
45,    1762,    76472,    000h 00m 01.762s,    000h 01m 16.472s
46,    1728,    78200,    000h 00m 01.728s,    000h 01m 18.200s
47,    1729,    79929,    000h 00m 01.729s,    000h 01m 19.929s
48,    1730,    81659,    000h 00m 01.730s,    000h 01m 21.659s
49,    1683,    83342,    000h 00m 01.683s,    000h 01m 23.342s
50,    1658,    85000,    000h 00m 01.658s,    000h 01m 25.000s
51,    1570,    86570,    000h 00m 01.570s,    000h 01m 26.570s
52,    1622,    88192,    000h 00m 01.622s,    000h 01m 28.192s
53,    1702,    89894,    000h 00m 01.702s,    000h 01m 29.894s
54,    1749,    91643,    000h 00m 01.749s,    000h 01m 31.643s
55,    1573,    93216,    000h 00m 01.573s,    000h 01m 33.216s
56,    1746,    94962,    000h 00m 01.746s,    000h 01m 34.962s
57,    1583,    96545,    000h 00m 01.583s,    000h 01m 36.545s
58,    1712,    98257,    000h 00m 01.712s,    000h 01m 38.257s
59,    1593,    99850,    000h 00m 01.593s,    000h 01m 39.850s
60,    1742,    101592,    000h 00m 01.742s,    000h 01m 41.592s
61,    1656,    103248,    000h 00m 01.656s,    000h 01m 43.248s
62,    1745,    104993,    000h 00m 01.745s,    000h 01m 44.993s
63,    1720,    106713,    000h 00m 01.720s,    000h 01m 46.713s
64,    1744,    108457,    000h 00m 01.744s,    000h 01m 48.457s
65,    1724,    110181,    000h 00m 01.724s,    000h 01m 50.181s
66,    1666,    111847,    000h 00m 01.666s,    000h 01m 51.847s
67,    1742,    113589,    000h 00m 01.742s,    000h 01m 53.589s
68,    1732,    115321,    000h 00m 01.732s,    000h 01m 55.321s
69,    1719,    117040,    000h 00m 01.719s,    000h 01m 57.040s
70,    1731,    118771,    000h 00m 01.731s,    000h 01m 58.771s
71,    1696,    120467,    000h 00m 01.696s,    000h 02m 00.467s
72,    1715,    122182,    000h 00m 01.715s,    000h 02m 02.182s
73,    1584,    123766,    000h 00m 01.584s,    000h 02m 03.766s
74,    1575,    125341,    000h 00m 01.575s,    000h 02m 05.341s
75,    1747,    127088,    000h 00m 01.747s,    000h 02m 07.088s
76,    1742,    128830,    000h 00m 01.742s,    000h 02m 08.830s
77,    1670,    130500,    000h 00m 01.670s,    000h 02m 10.500s
78,    1556,    132056,    000h 00m 01.556s,    000h 02m 12.056s
79,    1696,    133752,    000h 00m 01.696s,    000h 02m 13.752s
80,    1733,    135485,    000h 00m 01.733s,    000h 02m 15.485s
81,    1708,    137193,    000h 00m 01.708s,    000h 02m 17.193s
82,    1668,    138861,    000h 00m 01.668s,    000h 02m 18.861s
83,    1737,    140598,    000h 00m 01.737s,    000h 02m 20.598s
84,    1708,    142306,    000h 00m 01.708s,    000h 02m 22.306s
85,    1724,    144030,    000h 00m 01.724s,    000h 02m 24.030s
86,    1688,    145718,    000h 00m 01.688s,    000h 02m 25.718s
87,    1699,    147417,    000h 00m 01.699s,    000h 02m 27.417s
88,    1697,    149114,    000h 00m 01.697s,    000h 02m 29.114s
89,    1660,    150774,    000h 00m 01.660s,    000h 02m 30.774s
90,    1691,    152465,    000h 00m 01.691s,    000h 02m 32.465s
91,    1731,    154196,    000h 00m 01.731s,    000h 02m 34.196s
92,    1705,    155901,    000h 00m 01.705s,    000h 02m 35.901s
93,    1594,    157495,    000h 00m 01.594s,    000h 02m 37.495s
94,    1728,    159223,    000h 00m 01.728s,    000h 02m 39.223s
95,    1746,    160969,    000h 00m 01.746s,    000h 02m 40.969s
96,    1701,    162670,    000h 00m 01.701s,    000h 02m 42.670s
97,    1573,    164243,    000h 00m 01.573s,    000h 02m 44.243s
98,    1759,    166002,    000h 00m 01.759s,    000h 02m 46.002s
99,    1740,    167742,    000h 00m 01.740s,    000h 02m 47.742s
100,    1599,    169341,    000h 00m 01.599s,    000h 02m 49.341s
101,    1716,    171057,    000h 00m 01.716s,    000h 02m 51.057s
102,    1667,    172724,    000h 00m 01.667s,    000h 02m 52.724s
103,    1552,    174276,    000h 00m 01.552s,    000h 02m 54.276s
104,    1569,    175845,    000h 00m 01.569s,    000h 02m 55.845s
105,    1546,    177391,    000h 00m 01.546s,    000h 02m 57.391s
106,    1582,    178973,    000h 00m 01.582s,    000h 02m 58.973s
107,    1736,    180709,    000h 00m 01.736s,    000h 03m 00.709s
108,    1706,    182415,    000h 00m 01.706s,    000h 03m 02.415s
109,    1647,    184062,    000h 00m 01.647s,    000h 03m 04.062s
110,    1599,    185661,    000h 00m 01.599s,    000h 03m 05.661s
111,    1730,    187391,    000h 00m 01.730s,    000h 03m 07.391s
112,    1731,    189122,    000h 00m 01.731s,    000h 03m 09.122s
113,    1684,    190806,    000h 00m 01.684s,    000h 03m 10.806s
114,    1731,    192537,    000h 00m 01.731s,    000h 03m 12.537s
115,    1749,    194286,    000h 00m 01.749s,    000h 03m 14.286s
116,    1746,    196032,    000h 00m 01.746s,    000h 03m 16.032s
117,    1653,    197685,    000h 00m 01.653s,    000h 03m 17.685s
118,    1724,    199409,    000h 00m 01.724s,    000h 03m 19.409s
119,    1692,    201101,    000h 00m 01.692s,    000h 03m 21.101s
120,    1727,    202828,    000h 00m 01.727s,    000h 03m 22.828s
121,    1595,    204423,    000h 00m 01.595s,    000h 03m 24.423s
122,    1709,    206132,    000h 00m 01.709s,    000h 03m 26.132s
123,    1709,    207841,    000h 00m 01.709s,    000h 03m 27.841s
124,    1611,    209452,    000h 00m 01.611s,    000h 03m 29.452s
125,    1706,    211158,    000h 00m 01.706s,    000h 03m 31.158s
126,    1722,    212880,    000h 00m 01.722s,    000h 03m 32.880s
127,    1729,    214609,    000h 00m 01.729s,    000h 03m 34.609s
128,    1765,    216374,    000h 00m 01.765s,    000h 03m 36.374s
129,    1615,    217989,    000h 00m 01.615s,    000h 03m 37.989s
130,    1698,    219687,    000h 00m 01.698s,    000h 03m 39.687s
131,    1624,    221311,    000h 00m 01.624s,    000h 03m 41.311s
132,    1734,    223045,    000h 00m 01.734s,    000h 03m 43.045s
133,    1721,    224766,    000h 00m 01.721s,    000h 03m 44.766s
134,    1637,    226403,    000h 00m 01.637s,    000h 03m 46.403s
135,    1734,    228137,    000h 00m 01.734s,    000h 03m 48.137s
136,    1669,    229806,    000h 00m 01.669s,    000h 03m 49.806s
137,    1691,    231497,    000h 00m 01.691s,    000h 03m 51.497s
138,    1751,    233248,    000h 00m 01.751s,    000h 03m 53.248s
139,    1697,    234945,    000h 00m 01.697s,    000h 03m 54.945s
140,    1729,    236674,    000h 00m 01.729s,    000h 03m 56.674s
141,    1670,    238344,    000h 00m 01.670s,    000h 03m 58.344s
142,    1715,    240059,    000h 00m 01.715s,    000h 04m 00.059s
143,    1721,    241780,    000h 00m 01.721s,    000h 04m 01.780s
144,    1748,    243528,    000h 00m 01.748s,    000h 04m 03.528s
145,    1751,    245279,    000h 00m 01.751s,    000h 04m 05.279s
146,    1696,    246975,    000h 00m 01.696s,    000h 04m 06.975s
147,    1737,    248712,    000h 00m 01.737s,    000h 04m 08.712s
148,    1724,    250436,    000h 00m 01.724s,    000h 04m 10.436s
149,    1680,    252116,    000h 00m 01.680s,    000h 04m 12.116s
150,    1572,    253688,    000h 00m 01.572s,    000h 04m 13.688s
151,    1676,    255364,    000h 00m 01.676s,    000h 04m 15.364s
152,    1572,    256936,    000h 00m 01.572s,    000h 04m 16.936s
153,    1719,    258655,    000h 00m 01.719s,    000h 04m 18.655s
154,    1615,    260270,    000h 00m 01.615s,    000h 04m 20.270s
155,    1730,    262000,    000h 00m 01.730s,    000h 04m 22.000s
156,    1726,    263726,    000h 00m 01.726s,    000h 04m 23.726s
157,    1664,    265390,    000h 00m 01.664s,    000h 04m 25.390s
158,    1593,    266983,    000h 00m 01.593s,    000h 04m 26.983s
159,    1695,    268678,    000h 00m 01.695s,    000h 04m 28.678s
160,    1671,    270349,    000h 00m 01.671s,    000h 04m 30.349s
161,    1719,    272068,    000h 00m 01.719s,    000h 04m 32.068s
162,    1646,    273714,    000h 00m 01.646s,    000h 04m 33.714s
163,    1748,    275462,    000h 00m 01.748s,    000h 04m 35.462s
164,    1729,    277191,    000h 00m 01.729s,    000h 04m 37.191s
165,    1629,    278820,    000h 00m 01.629s,    000h 04m 38.820s
166,    1692,    280512,    000h 00m 01.692s,    000h 04m 40.512s
167,    1748,    282260,    000h 00m 01.748s,    000h 04m 42.260s
168,    1737,    283997,    000h 00m 01.737s,    000h 04m 43.997s
169,    1603,    285600,    000h 00m 01.603s,    000h 04m 45.600s
170,    1707,    287307,    000h 00m 01.707s,    000h 04m 47.307s
171,    1737,    289044,    000h 00m 01.737s,    000h 04m 49.044s
172,    1710,    290754,    000h 00m 01.710s,    000h 04m 50.754s
173,    1586,    292340,    000h 00m 01.586s,    000h 04m 52.340s
174,    1652,    293992,    000h 00m 01.652s,    000h 04m 53.992s
175,    1727,    295719,    000h 00m 01.727s,    000h 04m 55.719s
176,    1709,    297428,    000h 00m 01.709s,    000h 04m 57.428s
177,    1692,    299120,    000h 00m 01.692s,    000h 04m 59.120s
178,    1703,    300823,    000h 00m 01.703s,    000h 05m 00.823s
179,    1726,    302549,    000h 00m 01.726s,    000h 05m 02.549s
180,    1651,    304200,    000h 00m 01.651s,    000h 05m 04.200s
181,    1708,    305908,    000h 00m 01.708s,    000h 05m 05.908s
182,    1705,    307613,    000h 00m 01.705s,    000h 05m 07.613s
183,    1695,    309308,    000h 00m 01.695s,    000h 05m 09.308s
184,    1720,    311028,    000h 00m 01.720s,    000h 05m 11.028s
185,    1582,    312610,    000h 00m 01.582s,    000h 05m 12.610s
186,    1797,    314407,    000h 00m 01.797s,    000h 05m 14.407s
187,    1554,    315961,    000h 00m 01.554s,    000h 05m 15.961s
188,    1748,    317709,    000h 00m 01.748s,    000h 05m 17.709s
189,    1665,    319374,    000h 00m 01.665s,    000h 05m 19.374s
190,    1713,    321087,    000h 00m 01.713s,    000h 05m 21.087s
191,    1739,    322826,    000h 00m 01.739s,    000h 05m 22.826s
192,    1581,    324407,    000h 00m 01.581s,    000h 05m 24.407s
193,    1738,    326145,    000h 00m 01.738s,    000h 05m 26.145s
194,    1643,    327788,    000h 00m 01.643s,    000h 05m 27.788s
195,    1686,    329474,    000h 00m 01.686s,    000h 05m 29.474s
196,    1720,    331194,    000h 00m 01.720s,    000h 05m 31.194s
197,    1584,    332778,    000h 00m 01.584s,    000h 05m 32.778s
198,    1613,    334391,    000h 00m 01.613s,    000h 05m 34.391s
199,    1650,    336041,    000h 00m 01.650s,    000h 05m 36.041s
200,    1655,    337696,    000h 00m 01.655s,    000h 05m 37.696s
201,    1733,    339429,    000h 00m 01.733s,    000h 05m 39.429s
202,    1709,    341138,    000h 00m 01.709s,    000h 05m 41.138s
203,    1589,    342727,    000h 00m 01.589s,    000h 05m 42.727s
204,    1623,    344350,    000h 00m 01.623s,    000h 05m 44.350s
205,    1718,    346068,    000h 00m 01.718s,    000h 05m 46.068s
206,    1693,    347761,    000h 00m 01.693s,    000h 05m 47.761s
207,    1712,    349473,    000h 00m 01.712s,    000h 05m 49.473s
208,    1680,    351153,    000h 00m 01.680s,    000h 05m 51.153s
209,    1729,    352882,    000h 00m 01.729s,    000h 05m 52.882s
210,    1698,    354580,    000h 00m 01.698s,    000h 05m 54.580s
211,    1609,    356189,    000h 00m 01.609s,    000h 05m 56.189s
212,    1570,    357759,    000h 00m 01.570s,    000h 05m 57.759s
213,    1699,    359458,    000h 00m 01.699s,    000h 05m 59.458s
214,    1616,    361074,    000h 00m 01.616s,    000h 06m 01.074s
215,    1722,    362796,    000h 00m 01.722s,    000h 06m 02.796s
216,    1602,    364398,    000h 00m 01.602s,    000h 06m 04.398s
217,    1701,    366099,    000h 00m 01.701s,    000h 06m 06.099s
218,    1553,    367652,    000h 00m 01.553s,    000h 06m 07.652s
219,    1731,    369383,    000h 00m 01.731s,    000h 06m 09.383s
220,    1735,    371118,    000h 00m 01.735s,    000h 06m 11.118s
221,    1734,    372852,    000h 00m 01.734s,    000h 06m 12.852s
222,    1752,    374604,    000h 00m 01.752s,    000h 06m 14.604s
223,    1608,    376212,    000h 00m 01.608s,    000h 06m 16.212s
224,    1639,    377851,    000h 00m 01.639s,    000h 06m 17.851s
225,    1642,    379493,    000h 00m 01.642s,    000h 06m 19.493s
226,    1588,    381081,    000h 00m 01.588s,    000h 06m 21.081s
227,    1739,    382820,    000h 00m 01.739s,    000h 06m 22.820s
228,    1661,    384481,    000h 00m 01.661s,    000h 06m 24.481s
229,    1683,    386164,    000h 00m 01.683s,    000h 06m 26.164s
