pass,    time (ms),    total time (ms),    time,     total_time
1,    4408,    4408,    000h 00m 04.408s,    000h 00m 04.408s
2,    4714,    9122,    000h 00m 04.714s,    000h 00m 09.122s
3,    4141,    13263,    000h 00m 04.141s,    000h 00m 13.263s
4,    3719,    16982,    000h 00m 03.719s,    000h 00m 16.982s
5,    3856,    20838,    000h 00m 03.856s,    000h 00m 20.838s
6,    4257,    25095,    000h 00m 04.257s,    000h 00m 25.095s
7,    3923,    29018,    000h 00m 03.923s,    000h 00m 29.018s
8,    3711,    32729,    000h 00m 03.711s,    000h 00m 32.729s
9,    4139,    36868,    000h 00m 04.139s,    000h 00m 36.868s
10,    4677,    41545,    000h 00m 04.677s,    000h 00m 41.545s
11,    4495,    46040,    000h 00m 04.495s,    000h 00m 46.040s
12,    3407,    49447,    000h 00m 03.407s,    000h 00m 49.447s
13,    3879,    53326,    000h 00m 03.879s,    000h 00m 53.326s
14,    3853,    57179,    000h 00m 03.853s,    000h 00m 57.179s
15,    4477,    61656,    000h 00m 04.477s,    000h 01m 01.656s
16,    4258,    65914,    000h 00m 04.258s,    000h 01m 05.914s
17,    3815,    69729,    000h 00m 03.815s,    000h 01m 09.729s
18,    4730,    74459,    000h 00m 04.730s,    000h 01m 14.459s
19,    3867,    78326,    000h 00m 03.867s,    000h 01m 18.326s
20,    4084,    82410,    000h 00m 04.084s,    000h 01m 22.410s
21,    4254,    86664,    000h 00m 04.254s,    000h 01m 26.664s
22,    3689,    90353,    000h 00m 03.689s,    000h 01m 30.353s
23,    3992,    94345,    000h 00m 03.992s,    000h 01m 34.345s
24,    4180,    98525,    000h 00m 04.180s,    000h 01m 38.525s
25,    3899,    102424,    000h 00m 03.899s,    000h 01m 42.424s
26,    4022,    106446,    000h 00m 04.022s,    000h 01m 46.446s
27,    3806,    110252,    000h 00m 03.806s,    000h 01m 50.252s
28,    4215,    114467,    000h 00m 04.215s,    000h 01m 54.467s
29,    4028,    118495,    000h 00m 04.028s,    000h 01m 58.495s
30,    3814,    122309,    000h 00m 03.814s,    000h 02m 02.309s
31,    4115,    126424,    000h 00m 04.115s,    000h 02m 06.424s
32,    3922,    130346,    000h 00m 03.922s,    000h 02m 10.346s
33,    3729,    134075,    000h 00m 03.729s,    000h 02m 14.075s
34,    4319,    138394,    000h 00m 04.319s,    000h 02m 18.394s
35,    4499,    142893,    000h 00m 04.499s,    000h 02m 22.893s
36,    4267,    147160,    000h 00m 04.267s,    000h 02m 27.160s
37,    4246,    151406,    000h 00m 04.246s,    000h 02m 31.406s
38,    4171,    155577,    000h 00m 04.171s,    000h 02m 35.577s
39,    4323,    159900,    000h 00m 04.323s,    000h 02m 39.900s
40,    3962,    163862,    000h 00m 03.962s,    000h 02m 43.862s
41,    3940,    167802,    000h 00m 03.940s,    000h 02m 47.802s
42,    4025,    171827,    000h 00m 04.025s,    000h 02m 51.827s
43,    4116,    175943,    000h 00m 04.116s,    000h 02m 55.943s
44,    4504,    180447,    000h 00m 04.504s,    000h 03m 00.447s
45,    4140,    184587,    000h 00m 04.140s,    000h 03m 04.587s
46,    4147,    188734,    000h 00m 04.147s,    000h 03m 08.734s
47,    4479,    193213,    000h 00m 04.479s,    000h 03m 13.213s
48,    4128,    197341,    000h 00m 04.128s,    000h 03m 17.341s
49,    4296,    201637,    000h 00m 04.296s,    000h 03m 21.637s
