pass,    time (ms),    total time (ms),    time,     total_time
1,    1694,    1694,    000h 00m 01.694s,    000h 00m 01.694s
2,    1520,    3214,    000h 00m 01.520s,    000h 00m 03.214s
3,    1473,    4687,    000h 00m 01.473s,    000h 00m 04.687s
4,    1523,    6210,    000h 00m 01.523s,    000h 00m 06.210s
5,    1487,    7697,    000h 00m 01.487s,    000h 00m 07.697s
6,    1653,    9350,    000h 00m 01.653s,    000h 00m 09.350s
7,    1615,    10965,    000h 00m 01.615s,    000h 00m 10.965s
8,    1447,    12412,    000h 00m 01.447s,    000h 00m 12.412s
9,    1609,    14021,    000h 00m 01.609s,    000h 00m 14.021s
10,    1460,    15481,    000h 00m 01.460s,    000h 00m 15.481s
11,    1726,    17207,    000h 00m 01.726s,    000h 00m 17.207s
12,    1550,    18757,    000h 00m 01.550s,    000h 00m 18.757s
13,    1612,    20369,    000h 00m 01.612s,    000h 00m 20.369s
14,    1658,    22027,    000h 00m 01.658s,    000h 00m 22.027s
15,    1555,    23582,    000h 00m 01.555s,    000h 00m 23.582s
16,    1604,    25186,    000h 00m 01.604s,    000h 00m 25.186s
17,    1644,    26830,    000h 00m 01.644s,    000h 00m 26.830s
18,    1700,    28530,    000h 00m 01.700s,    000h 00m 28.530s
19,    1720,    30250,    000h 00m 01.720s,    000h 00m 30.250s
20,    1397,    31647,    000h 00m 01.397s,    000h 00m 31.647s
21,    1462,    33109,    000h 00m 01.462s,    000h 00m 33.109s
22,    1615,    34724,    000h 00m 01.615s,    000h 00m 34.724s
23,    1518,    36242,    000h 00m 01.518s,    000h 00m 36.242s
24,    1465,    37707,    000h 00m 01.465s,    000h 00m 37.707s
25,    1575,    39282,    000h 00m 01.575s,    000h 00m 39.282s
26,    1704,    40986,    000h 00m 01.704s,    000h 00m 40.986s
27,    1506,    42492,    000h 00m 01.506s,    000h 00m 42.492s
28,    1469,    43961,    000h 00m 01.469s,    000h 00m 43.961s
29,    1640,    45601,    000h 00m 01.640s,    000h 00m 45.601s
30,    1583,    47184,    000h 00m 01.583s,    000h 00m 47.184s
31,    1497,    48681,    000h 00m 01.497s,    000h 00m 48.681s
32,    1609,    50290,    000h 00m 01.609s,    000h 00m 50.290s
33,    1431,    51721,    000h 00m 01.431s,    000h 00m 51.721s
34,    1661,    53382,    000h 00m 01.661s,    000h 00m 53.382s
35,    1547,    54929,    000h 00m 01.547s,    000h 00m 54.929s
36,    1694,    56623,    000h 00m 01.694s,    000h 00m 56.623s
37,    1690,    58313,    000h 00m 01.690s,    000h 00m 58.313s
38,    1601,    59914,    000h 00m 01.601s,    000h 00m 59.914s
39,    1746,    61660,    000h 00m 01.746s,    000h 01m 01.660s
40,    1599,    63259,    000h 00m 01.599s,    000h 01m 03.259s
41,    1717,    64976,    000h 00m 01.717s,    000h 01m 04.976s
42,    1451,    66427,    000h 00m 01.451s,    000h 01m 06.427s
43,    1471,    67898,    000h 00m 01.471s,    000h 01m 07.898s
44,    1603,    69501,    000h 00m 01.603s,    000h 01m 09.501s
