pass,    time (ms),    total time (ms),    time,     total_time
145,    4412,    619676,    000h 00m 04.412s,    000h 10m 19.676s
146,    4127,    623803,    000h 00m 04.127s,    000h 10m 23.803s
147,    3705,    627508,    000h 00m 03.705s,    000h 10m 27.508s
148,    4450,    631958,    000h 00m 04.450s,    000h 10m 31.958s
149,    4085,    636043,    000h 00m 04.085s,    000h 10m 36.043s
150,    4274,    640317,    000h 00m 04.274s,    000h 10m 40.317s
151,    3507,    643824,    000h 00m 03.507s,    000h 10m 43.824s
152,    4270,    648094,    000h 00m 04.270s,    000h 10m 48.094s
153,    4583,    652677,    000h 00m 04.583s,    000h 10m 52.677s
154,    4667,    657344,    000h 00m 04.667s,    000h 10m 57.344s
155,    4360,    661704,    000h 00m 04.360s,    000h 11m 01.704s
156,    4535,    666239,    000h 00m 04.535s,    000h 11m 06.239s
157,    4653,    670892,    000h 00m 04.653s,    000h 11m 10.892s
158,    4320,    675212,    000h 00m 04.320s,    000h 11m 15.212s
159,    4406,    679618,    000h 00m 04.406s,    000h 11m 19.618s
160,    4106,    683724,    000h 00m 04.106s,    000h 11m 23.724s
161,    4140,    687864,    000h 00m 04.140s,    000h 11m 27.864s
162,    4545,    692409,    000h 00m 04.545s,    000h 11m 32.409s
163,    4626,    697035,    000h 00m 04.626s,    000h 11m 37.035s
164,    4223,    701258,    000h 00m 04.223s,    000h 11m 41.258s
165,    4684,    705942,    000h 00m 04.684s,    000h 11m 45.942s
166,    4636,    710578,    000h 00m 04.636s,    000h 11m 50.578s
167,    4061,    714639,    000h 00m 04.061s,    000h 11m 54.639s
168,    4178,    718817,    000h 00m 04.178s,    000h 11m 58.817s
169,    4646,    723463,    000h 00m 04.646s,    000h 12m 03.463s
170,    4524,    727987,    000h 00m 04.524s,    000h 12m 07.987s
171,    4494,    732481,    000h 00m 04.494s,    000h 12m 12.481s
172,    4730,    737211,    000h 00m 04.730s,    000h 12m 17.211s
173,    4584,    741795,    000h 00m 04.584s,    000h 12m 21.795s
174,    4571,    746366,    000h 00m 04.571s,    000h 12m 26.366s
175,    4588,    750954,    000h 00m 04.588s,    000h 12m 30.954s
176,    4205,    755159,    000h 00m 04.205s,    000h 12m 35.159s
177,    4690,    759849,    000h 00m 04.690s,    000h 12m 39.849s
178,    4465,    764314,    000h 00m 04.465s,    000h 12m 44.314s
179,    4419,    768733,    000h 00m 04.419s,    000h 12m 48.733s
180,    4429,    773162,    000h 00m 04.429s,    000h 12m 53.162s
181,    4124,    777286,    000h 00m 04.124s,    000h 12m 57.286s
182,    4768,    782054,    000h 00m 04.768s,    000h 13m 02.054s
183,    4393,    786447,    000h 00m 04.393s,    000h 13m 06.447s
